timestamp,container,pid,ppid,user,gid,comm,event_type,node,score,is_anomaly,phase
2025-10-01T00:05:53.629449+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0,0,warmup
2025-10-01T00:05:53.630013+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0125,0,detection
2025-10-01T00:06:03.625111+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0197,1,detection
2025-10-01T00:06:13.632786+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0143,0,detection
2025-10-01T00:06:22.048904+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0136,0,detection
2025-10-01T00:06:32.050055+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0184,0,detection
2025-10-01T00:06:42.043513+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0145,0,detection
2025-10-01T00:06:50.428698+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0026,0,detection
2025-10-01T00:07:00.426228+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0142,0,detection
2025-10-01T00:07:10.422242+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0122,0,detection
2025-10-01T00:07:18.856832+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0080,0,detection
2025-10-01T00:07:28.845589+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0051,0,detection
2025-10-01T00:07:38.857509+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0186,0,detection
2025-10-01T00:07:47.253922+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0199,1,detection
2025-10-01T00:07:57.251042+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0196,0,detection
2025-10-01T00:08:07.254510+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0189,0,detection
2025-10-01T00:08:16.563391+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0165,0,detection
2025-10-01T00:08:26.565315+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0168,0,detection
2025-10-01T00:08:34.887095+00:00,vulhub/spring-security:5.6.3,81239,81217,root,0,java,resource,CASA,0.0166,0,detection
